question_id,article_id,content_hash,passage_title,question_preview,score,status,passed_total,failed_checks,run_id,clarity_precision,difficulty_assessment,grammatical_parallel,homogeneity,length_check,passage_reference,plausibility,single_correct_answer,specificity_balance,standard_alignment,too_close
quiz_302305_sibling_4,article_101038,b215987b81f6,"Rome, Then and Now","According to the passage, which events show the relations...",91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302306,article_101038,dcc45100df48,"Rome, Then and Now","Read this sentence. 'They defeated the Etruscans, who liv...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302306_sibling_1,article_101038,59570141bc27,"Rome, Then and Now","Read this sentence from the passage: 'In fact, to this da...",91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302306_sibling_2,article_101038,69ab29b39d98,"Rome, Then and Now",Read this sentence from the passage: 'They conquered the...,82%,✅,9/11,"grammatical_parallel, length_check",20260112_125710,✅,✅,❌,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302306_sibling_3,article_101038,13545a341097,"Rome, Then and Now",Read this sentence from the passage: 'Many civilizations...,91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302306_sibling_4,article_101038,295531b1e691,"Rome, Then and Now",Read this sentence from the passage: 'Rome grew so much t...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302307,article_101038,6921a248ced1,"Rome, Then and Now",The author of this passage would most likely agree that,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302307_sibling_1,article_101038,2c68164cb410,"Rome, Then and Now","Based on the passage, what does the author most likely be...",82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302307_sibling_2,article_101038,36bd8b110581,"Rome, Then and Now",Which statement would the author of this passage most lik...,82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302307_sibling_3,article_101038,841519fd369d,"Rome, Then and Now",How would the author most likely want students to approac...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302307_sibling_4,article_101038,cb7f4a555289,"Rome, Then and Now",What would the author most likely think about Charlie's e...,64%,❌,7/11,"clarity_precision, length_check, plausibility, standard_alignment",20260112_125710,❌,✅,✅,✅,❌,✅,❌,✅,✅,❌,✅
quiz_302312,article_101039,49ffaaef87ce,The Legend of Romulus and Remus,Complete the chronological outline of the founding of Rom...,82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302312_sibling_1,article_101039,1f6de47c9ba9,The Legend of Romulus and Remus,"According to the text, what happened right after the bask...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302312_sibling_2,article_101039,10729677bfc2,The Legend of Romulus and Remus,Which event directly caused the twins to grow up smart an...,82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302312_sibling_3,article_101039,0ce9ab9c8ca3,The Legend of Romulus and Remus,"Based on the story's structure, which detail from the beg...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302312_sibling_4,article_101039,ae4103728366,The Legend of Romulus and Remus,"If you were creating a visual timeline of this legend, wh...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302313,article_101039,f972deff91b7,The Legend of Romulus and Remus,What is the main lesson of this story?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302313_sibling_1,article_101039,c9342377b035,The Legend of Romulus and Remus,This legend teaches readers that,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302313_sibling_2,article_101039,d44bbbc2a157,The Legend of Romulus and Remus,What does this legend suggest about how great achievement...,82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302313_sibling_3,article_101039,990d6cdfd373,The Legend of Romulus and Remus,Why might the Romans have told this particular story abou...,73%,❌,8/11,"difficulty_assessment, single_correct_answer, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,❌,✅,❌,✅
quiz_302313_sibling_4,article_101039,ccacf6c5ce51,The Legend of Romulus and Remus,"Based on the way this story explains Rome's founding, wha...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302314,article_101039,39c057b15779,The Legend of Romulus and Remus,This story was most likely written to,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302314_sibling_1,article_101039,7707bf5624f7,The Legend of Romulus and Remus,How does the author help readers understand the relations...,82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302314_sibling_2,article_101039,f92b568b32ad,The Legend of Romulus and Remus,Why does the king see the infant twins as a threat to his...,73%,❌,8/11,"length_check, plausibility, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,❌,✅
quiz_302314_sibling_3,article_101039,72f201759e97,The Legend of Romulus and Remus,What does Remus's decision to jump over the wall and taun...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302314_sibling_4,article_101039,6c94f74625e0,The Legend of Romulus and Remus,How does the servant's character influence the sequence o...,73%,❌,8/11,"length_check, plausibility, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,❌,✅
quiz_302315,article_101039,a87031ee7a4b,The Legend of Romulus and Remus,Part A: How do Romulus's feelings change from the beginni...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302315_sibling_1,article_101039,e66ee84e571a,The Legend of Romulus and Remus,"Based on both brothers' actions when they were 18, what c...",82%,✅,9/11,"difficulty_assessment, plausibility",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302315_sibling_2,article_101039,3ff6b10f53d8,The Legend of Romulus and Remus,What does the text suggest about how Romulus's relationsh...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302315_sibling_3,article_101039,7f9cf2027d52,The Legend of Romulus and Remus,The text states that Romulus 'went on building his city'...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302315_sibling_4,article_101039,277a8a6520be,The Legend of Romulus and Remus,How did Romulus's choice to fight with Remus change what...,82%,✅,9/11,"homogeneity, plausibility",20260112_125710,✅,✅,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302316,article_101039,43306b2165b9,The Legend of Romulus and Remus,Part B: Based on Romulus's character and actions througho...,91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302316_sibling_1,article_101039,30ae22e1660c,The Legend of Romulus and Remus,Why does the author mention that 'The government made coi...,82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302316_sibling_2,article_101039,9b810672543b,The Legend of Romulus and Remus,How does the author's description of the servant's action...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302316_sibling_3,article_101039,73724b53f431,The Legend of Romulus and Remus,The author describes Remus's taunting and Romulus's react...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302316_sibling_4,article_101039,e9ae33bc8129,The Legend of Romulus and Remus,"In paragraph 3, the author writes: 'Each knew that it wou...",91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302321,article_101040,5de575445ae8,"The Roman Gods and Goddesses, Part I",What information from the text is true for both Jupiter a...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302321_sibling_1,article_101040,7203d37789fd,"The Roman Gods and Goddesses, Part I","Based on the illustrations and text descriptions, what di...",91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302321_sibling_2,article_101040,4d6d6a696737,"The Roman Gods and Goddesses, Part I",What information can you find in both the text descriptio...,64%,❌,7/11,"clarity_precision, length_check, plausibility, standard_alignment",20260112_125710,❌,✅,✅,✅,❌,✅,❌,✅,✅,❌,✅
quiz_302321_sibling_3,article_101040,985b86b8ddd0,"The Roman Gods and Goddesses, Part I","According to the passage, which detail is true for both R...",82%,✅,9/11,"plausibility, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302321_sibling_4,article_101040,79139d9fb9b4,"The Roman Gods and Goddesses, Part I","Based on the descriptions in the text, what characteristi...",82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302322,article_101040,7b3aa4264490,"The Roman Gods and Goddesses, Part I",How does the author mostly present the information about...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302322_sibling_1,article_101040,7dd68c300bf1,"The Roman Gods and Goddesses, Part I",How does the author organize the information in paragraph...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302322_sibling_2,article_101040,0e590532d196,"The Roman Gods and Goddesses, Part I",What is the logical connection between the sentence about...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302322_sibling_3,article_101040,26e4ace474c3,"The Roman Gods and Goddesses, Part I",What logical connection does the author create between th...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302322_sibling_4,article_101040,fc7161edaea0,"The Roman Gods and Goddesses, Part I",How does the author connect the description of Cupid in p...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302323,article_101040,426304790196,"The Roman Gods and Goddesses, Part I","According to the passage, what weapon did Jupiter carry t...",82%,✅,9/11,"length_check, standard_alignment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302323_sibling_1,article_101040,52968e68a906,"The Roman Gods and Goddesses, Part I","According to the information in paragraph 4, who did Roma...",64%,❌,7/11,"clarity_precision, length_check, passage_reference, standard_alignment",20260112_125710,❌,✅,✅,✅,❌,❌,✅,✅,✅,❌,✅
quiz_302323_sibling_2,article_101040,f445b8eed56f,"The Roman Gods and Goddesses, Part I","Based on paragraph 3, what special tool did sailors pray...",82%,✅,9/11,"plausibility, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302323_sibling_3,article_101040,d13a02586fa0,"The Roman Gods and Goddesses, Part I","According to paragraph 5, what feature did paintings of M...",82%,✅,9/11,"passage_reference, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,❌,✅,✅,✅,❌,✅
quiz_302323_sibling_4,article_101040,0942f319c771,"The Roman Gods and Goddesses, Part I","Based on the information in paragraph 6, which planet nam...",82%,✅,9/11,"passage_reference, standard_alignment",20260112_125710,✅,✅,✅,✅,✅,❌,✅,✅,✅,❌,✅
quiz_302324,article_101040,b66ba21e491e,"The Roman Gods and Goddesses, Part I",How were Roman gods similar to people?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302324_sibling_1,article_101040,43b5a2830cb6,"The Roman Gods and Goddesses, Part I",Why does the author mention that Romans 'spent lots of ti...,91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302324_sibling_2,article_101040,fca25bc69f32,"The Roman Gods and Goddesses, Part I","According to the passage, what was one important differen...",82%,✅,9/11,"length_check, plausibility",20260112_125710,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302324_sibling_3,article_101040,46655c8b1653,"The Roman Gods and Goddesses, Part I","Based on evidence from multiple paragraphs, what can you...",91%,✅,10/11,plausibility,20260112_125710,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302324_sibling_4,article_101040,a11c03ab59f0,"The Roman Gods and Goddesses, Part I",What conclusion can you draw about the relationship betwe...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302328,article_101041,83ec2ddce09a,"The Roman Gods and Goddesses, Part II",The information in this section is best organized as,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302328_sibling_1,article_101041,2e4fed4560c0,"The Roman Gods and Goddesses, Part II",How does the author arrange the information about Vulcan...,82%,✅,9/11,"difficulty_assessment, length_check",20260112_125710,✅,❌,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302328_sibling_2,article_101041,5cb4bbc0c7a1,"The Roman Gods and Goddesses, Part II",Which sentence from the passage shows the connection betw...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302328_sibling_3,article_101041,69134c998425,"The Roman Gods and Goddesses, Part II","Based on paragraph 5, how does the author organize the in...",82%,✅,9/11,"difficulty_assessment, plausibility",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302328_sibling_4,article_101041,03055ed75dd6,"The Roman Gods and Goddesses, Part II",Why does the author include the phrase 'This was a terrib...,82%,✅,9/11,"difficulty_assessment, length_check",20260112_125710,✅,❌,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302329,article_101041,8afdf74219e9,"The Roman Gods and Goddesses, Part II","According to the passage, what did the Romans believe cau...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302329_sibling_1,article_101041,a0a26ec8cb33,"The Roman Gods and Goddesses, Part II","Based on the passage, which god or goddess would you pray...",73%,❌,8/11,"difficulty_assessment, single_correct_answer, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,❌,✅,❌,✅
quiz_302329_sibling_2,article_101041,129f79e1113a,"The Roman Gods and Goddesses, Part II","According to the legend about Minerva, what unusual event...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302329_sibling_3,article_101041,fa4b5ebbcfa7,"The Roman Gods and Goddesses, Part II",Why did Bacchus turn the pirates into dolphins instead of...,73%,❌,8/11,"difficulty_assessment, plausibility, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302329_sibling_4,article_101041,2b1dff94c588,"The Roman Gods and Goddesses, Part II",What information would you find in paragraph 2 if you wan...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302330,article_101041,69501edd50c5,"The Roman Gods and Goddesses, Part II",Who are the creatures that always followed Bacchus?,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302330_sibling_1,article_101041,eac906917c09,"The Roman Gods and Goddesses, Part II",Where in the passage would you look to find out which spe...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302330_sibling_2,article_101041,af8ec650cc96,"The Roman Gods and Goddesses, Part II",If you wanted to understand how the Romans explained natu...,82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302330_sibling_3,article_101041,69e283998e64,"The Roman Gods and Goddesses, Part II",Who in the passage transformed from one form into multipl...,82%,✅,9/11,"difficulty_assessment, plausibility",20260112_125710,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
